5460.000 0.000
5470.000 0.000
5480.000 0.000
5490.000 0.000
5500.000 0.000
5510.000 0.000
5520.000 0.000
5530.000 0.000
5540.000 0.000
5550.000 0.000
5560.000 0.001
5570.000 0.001
5580.000 0.001
5590.000 0.002
5600.000 0.003
5610.000 0.006
5620.000 0.010
5630.000 0.017
5640.000 0.030
5650.000 0.055
5660.000 0.098
5670.000 0.167
5680.000 0.263
5690.000 0.373
5700.000 0.477
5710.000 0.562
5720.000 0.624
5730.000 0.666
5740.000 0.693
5750.000 0.709
5760.000 0.716
5770.000 0.718
5780.000 0.718
5790.000 0.717
5800.000 0.717
5810.000 0.719
5820.000 0.722
5830.000 0.725
5840.000 0.730
5850.000 0.733
5860.000 0.736
5870.000 0.737
5880.000 0.738
5890.000 0.737
5900.000 0.737
5910.000 0.737
5920.000 0.737
5930.000 0.738
5940.000 0.738
5950.000 0.737
5960.000 0.736
5970.000 0.735
5980.000 0.733
5990.000 0.730
6000.000 0.728
6010.000 0.727
6020.000 0.727
6030.000 0.728
6040.000 0.729
6050.000 0.731
6060.000 0.732
6070.000 0.733
6080.000 0.734
6090.000 0.734
6100.000 0.735
6110.000 0.735
6120.000 0.735
6130.000 0.736
6140.000 0.737
6150.000 0.737
6160.000 0.737
6170.000 0.737
6180.000 0.735
6190.000 0.732
6200.000 0.728
6210.000 0.724
6220.000 0.720
6230.000 0.717
6240.000 0.715
6250.000 0.714
6260.000 0.715
6270.000 0.717
6280.000 0.720
6290.000 0.724
6300.000 0.728
6310.000 0.733
6320.000 0.736
6330.000 0.739
6340.000 0.741
6350.000 0.741
6360.000 0.742
6370.000 0.742
6380.000 0.741
6390.000 0.741
6400.000 0.741
6410.000 0.740
6420.000 0.740
6430.000 0.740
6440.000 0.740
6450.000 0.740
6460.000 0.739
6470.000 0.739
6480.000 0.739
6490.000 0.739
6500.000 0.739
6510.000 0.739
6520.000 0.740
6530.000 0.740
6540.000 0.741
6550.000 0.742
6560.000 0.742
6570.000 0.742
6580.000 0.742
6590.000 0.741
6600.000 0.740
6610.000 0.738
6620.000 0.737
6630.000 0.736
6640.000 0.735
6650.000 0.735
6660.000 0.735
6670.000 0.736
6680.000 0.738
6690.000 0.740
6700.000 0.742
6710.000 0.744
6720.000 0.746
6730.000 0.747
6740.000 0.749
6750.000 0.750
6760.000 0.750
6770.000 0.750
6780.000 0.750
6790.000 0.750
6800.000 0.750
6810.000 0.750
6820.000 0.749
6830.000 0.749
6840.000 0.749
6850.000 0.749
6860.000 0.749
6870.000 0.748
6880.000 0.748
6890.000 0.748
6900.000 0.747
6910.000 0.747
6920.000 0.747
6930.000 0.747
6940.000 0.747
6950.000 0.748
6960.000 0.748
6970.000 0.749
6980.000 0.749
6990.000 0.750
7000.000 0.750
7010.000 0.749
7020.000 0.746
7030.000 0.742
7040.000 0.735
7050.000 0.723
7060.000 0.704
7070.000 0.675
7080.000 0.635
7090.000 0.582
7100.000 0.517
7110.000 0.445
7120.000 0.371
7130.000 0.300
7140.000 0.237
7150.000 0.184
7160.000 0.141
7170.000 0.108
7180.000 0.082
7190.000 0.063
7200.000 0.048
7210.000 0.037
7220.000 0.029
7230.000 0.023
7240.000 0.018
7250.000 0.014
7260.000 0.011
7270.000 0.009
7280.000 0.007
7290.000 0.006
7300.000 0.005
7310.000 0.004
7320.000 0.003
7330.000 0.003
7340.000 0.002
7350.000 0.002
7360.000 0.002
7370.000 0.001
7380.000 0.001
7390.000 0.001
7400.000 0.001
7410.000 0.001
7420.000 0.001
7430.000 0.001
7440.000 0.000
7450.000 0.000
7460.000 0.000
7470.000 0.000
7480.000 0.000
7490.000 0.000
7500.000 0.000
7510.000 0.000
7520.000 0.000
7530.000 0.000
7540.000 0.000
7550.000 0.000
7560.000 0.000
7570.000 0.000
