5688.0	5.98997e-05
5689.0	6.6741e-05
5690.0	7.35815e-05
5691.0	8.04213e-05
5691.578613	8.43745e-05
5692.0	8.77747e-05
5693.0	9.58504e-05
5694.0	0.000103925
5695.0	0.000111999
5696.0	0.000120073
5696.580078	0.000124755
5697.0	0.000123515
5698.0	0.00012056
5699.0	0.000117606
5700.0	0.000114652
5701.0	0.000111699
5701.581543	0.000109981
5702.0	0.000108129
5703.0	0.000103702
5704.0	9.92756e-05
5705.0	9.48498e-05
5706.0	9.04245e-05
5706.583008	8.78447e-05
5707.0	8.72775e-05
5708.0	8.59175e-05
5709.0	8.45576e-05
5710.0	8.31978e-05
5711.0	8.18312e-05
5711.583984	8.10374e-05
5712.0	8.19671e-05
5713.0	8.42017e-05
5714.0	8.64361e-05
5715.0	8.86702e-05
5716.0	9.09042e-05
5716.585449	9.22119e-05
5717.0	9.24298e-05
5718.0	9.29552e-05
5719.0	9.34806e-05
5720.0	9.40059e-05
5721.0	9.45312e-05
5721.586914	9.48394e-05
5722.0	9.45941e-05
5723.0	9.40005e-05
5724.0	9.34069e-05
5725.0	9.28134e-05
5726.0	9.22199e-05
5726.588379	9.18707e-05
5727.0	9.37592e-05
5728.0	9.83467e-05
5729.0	0.000102925
5730.0	0.000107511
5731.0	0.000112097
5731.589355	0.000114799
5732.0	0.000113613
5733.0	0.000110723
5734.0	0.000107834
5735.0	0.000104945
5736.0	0.000102057
5736.59082	0.00010035
5737.0	9.99388e-05
5738.0	9.89335e-05
5739.0	9.79283e-05
5740.0	9.69232e-05
5741.0	9.59182e-05
5741.592285	9.5323e-05
5742.0	9.51292e-05
5743.0	9.46537e-05
5744.0	9.41783e-05
5745.0	9.37029e-05
5746.0	9.32276e-05
5746.593262	9.2941e-05
5747.0	9.51841e-05
5748.0	0.000100706
5749.0	0.000106228
5750.0	0.000111749
5751.0	0.00011727
5751.594727	0.000120553
5752.0	0.000126126
5753.0	0.000139875
5754.0	0.000153623
5755.0	0.000167369
5756.0	0.000181114
5756.596191	0.000189308
5757.0	0.000196068
5758.0	0.000212808
5759.0	0.000229545
5760.0	0.000246281
5761.0	0.000263016
